data,localidade,temp_min,temp_max,chuva_mm,evaporacao,horas_sol,vento_rajada_direcao,vento_rajada_velocidade,vento_direcao_9h,vento_direcao_15h,vento_veloc_9h,vento_veloc_15h,umidade_9h,umidade_15h,pressao_9h,pressao_15h,nuvem_9h,nuvem_15h,temp_9h,temp_15h,choveu_hoje,chove_amanha,ano,mes,dia,cluster_temp_min,cluster_temp_max,cluster_temp_9h,cluster_temp_15h,cluster_umidade_9h,cluster_umidade_15h,cluster_chuva_mm,cluster_rajada_vento,cluster_hora_sol,cluster_pressao_at_9h,cluster_pressao_at_15h,cluster_nuvem_9h
2011-01-27,Brisbane,20.6,31.0,0.0,7.0,12.6,E,22.0,SE,NE,4.0,9.0,61.0,56.0,1015.5,1012.5,3.0,1.0,27.2,29.9,No,No,2011,1,27,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-01-28,Brisbane,21.9,31.4,0.0,8.2,9.6,SE,31.0,SSE,ESE,6.0,15.0,65.0,54.0,1013.5,1013.1,5.0,3.0,27.8,30.1,No,No,2011,1,28,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-01-29,Brisbane,23.1,29.7,0.2,8.0,10.4,E,46.0,SE,SE,15.0,17.0,58.0,44.0,1018.0,1016.1,5.0,2.0,25.5,29.1,No,No,2011,1,29,quente,quente,quente,quente,ameno,ameno,seco,forte,muitas horas de sol,normal,normal,parcialmente nublado
2011-01-30,Brisbane,20.8,30.0,0.0,8.0,4.1,ESE,31.0,ESE,E,11.0,15.0,63.0,62.0,1019.6,1017.6,7.0,7.0,27.0,27.4,No,No,2011,1,30,quente,quente,quente,quente,ameno,ameno,seco,moderado,poucas horas de sol,alta,normal,parcialmente nublado
2011-01-31,Brisbane,21.1,31.1,0.0,5.8,12.4,ENE,24.0,ENE,NE,9.0,9.0,61.0,55.0,1018.3,1015.3,3.0,3.0,27.6,30.0,No,Yes,2011,1,31,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-02-01,Brisbane,23.2,30.7,3.6,7.6,6.8,ENE,26.0,ENE,ENE,9.0,11.0,81.0,67.0,1017.5,1014.8,5.0,7.0,27.1,29.7,Yes,Yes,2011,2,1,quente,quente,quente,quente,tropical,ameno,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-03,Brisbane,24.3,31.3,2.0,7.4,8.6,ENE,24.0,NNE,ENE,2.0,13.0,74.0,63.0,1018.0,1015.1,3.0,5.0,29.2,30.5,Yes,No,2011,2,3,quente,quente,quente,quente,tropical,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-04,Brisbane,23.6,32.6,0.2,7.2,8.6,E,28.0,NE,NNE,6.0,11.0,62.0,54.0,1017.2,1014.9,3.0,1.0,30.4,31.4,No,Yes,2011,2,4,quente,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-05,Brisbane,24.8,32.4,2.2,8.4,8.6,NE,30.0,ENE,NNE,7.0,11.0,69.0,63.0,1017.4,1015.0,4.0,3.0,29.1,30.9,Yes,Yes,2011,2,5,quente,quente,quente,quente,ameno,ameno,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-06,Brisbane,24.8,32.4,7.0,9.8,8.6,ENE,24.0,NNW,NE,2.0,11.0,77.0,63.0,1018.5,1015.3,6.0,3.0,28.9,31.6,Yes,Yes,2011,2,6,quente,quente,quente,quente,tropical,ameno,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-07,Brisbane,24.2,30.4,1.6,4.6,1.8,SE,31.0,SW,SE,4.0,13.0,81.0,58.0,1018.2,1014.9,7.0,7.0,24.6,29.2,Yes,Yes,2011,2,7,quente,quente,quente,quente,tropical,ameno,seco,moderado,poucas horas de sol,normal,normal,parcialmente nublado
2011-02-08,Brisbane,21.3,26.8,6.4,5.2,8.6,SE,26.0,S,SSE,4.0,7.0,92.0,75.0,1016.7,1014.5,7.0,7.0,21.6,24.4,Yes,Yes,2011,2,8,quente,quente,quente,quente,tropical,tropical,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-09,Brisbane,21.0,29.0,14.2,2.2,8.3,SE,43.0,SE,ESE,13.0,17.0,59.0,45.0,1019.9,1019.0,5.0,3.0,26.6,28.3,Yes,No,2011,2,9,quente,quente,quente,quente,ameno,ameno,forte,forte,médias horas de sol,alta,normal,parcialmente nublado
2011-02-10,Brisbane,20.2,30.2,0.0,7.6,8.6,E,31.0,SSE,ESE,7.0,13.0,59.0,55.0,1020.4,1017.8,6.0,5.0,26.9,27.9,No,Yes,2011,2,10,quente,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,alta,normal,parcialmente nublado
2011-02-11,Brisbane,20.6,28.9,1.2,8.6,8.6,E,30.0,SW,N,6.0,2.0,85.0,61.0,1018.8,1015.3,7.0,6.0,23.8,27.8,Yes,No,2011,2,11,quente,quente,quente,quente,tropical,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-12,Brisbane,19.8,31.1,0.0,2.8,8.6,E,22.0,W,ENE,2.0,11.0,61.0,51.0,1015.9,1012.7,3.0,1.0,27.1,30.0,No,No,2011,2,12,ameno,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-13,Brisbane,20.7,30.8,0.0,6.4,10.4,E,22.0,WSW,ENE,6.0,11.0,65.0,59.0,1016.1,1013.1,5.0,3.0,26.4,28.9,No,No,2011,2,13,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-02-14,Brisbane,21.4,31.8,0.0,6.4,12.0,E,33.0,SE,E,11.0,17.0,61.0,48.0,1016.1,1014.3,5.0,3.0,27.8,30.5,No,No,2011,2,14,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-02-15,Brisbane,21.4,29.7,0.0,8.6,8.6,ESE,37.0,SE,E,7.0,2.0,67.0,76.0,1017.6,1015.7,6.0,7.0,27.6,26.9,No,Yes,2011,2,15,quente,quente,quente,quente,ameno,tropical,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-16,Brisbane,20.3,28.8,21.0,4.8,3.6,SE,30.0,S,S,6.0,2.0,79.0,84.0,1016.9,1014.4,5.0,6.0,25.4,24.7,Yes,Yes,2011,2,16,quente,quente,quente,quente,tropical,tropical,forte,moderado,poucas horas de sol,normal,normal,parcialmente nublado
2011-02-17,Brisbane,21.9,28.7,2.2,3.6,7.0,E,20.0,SSE,W,4.0,2.0,75.0,80.0,1014.6,1012.3,7.0,5.0,26.6,26.5,Yes,Yes,2011,2,17,quente,quente,quente,quente,tropical,tropical,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-18,Brisbane,21.0,31.3,19.0,4.4,11.7,E,24.0,SE,E,6.0,15.0,69.0,60.0,1013.7,1011.5,3.0,2.0,27.0,29.6,Yes,No,2011,2,18,quente,quente,quente,quente,ameno,ameno,forte,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-02-19,Brisbane,22.1,31.9,0.0,8.0,12.2,ENE,20.0,E,ENE,6.0,9.0,68.0,56.0,1014.1,1011.4,4.0,1.0,28.2,30.3,No,No,2011,2,19,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-02-20,Brisbane,22.1,35.3,0.0,3.6,12.3,ENE,20.0,WSW,NE,4.0,9.0,55.0,51.0,1011.9,1007.3,0.0,1.0,28.7,33.6,No,No,2011,2,20,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,baixa,parcialmente nublado
2011-02-21,Brisbane,24.4,34.5,0.0,8.0,8.1,WNW,41.0,WNW,ENE,4.0,13.0,65.0,67.0,1008.1,1004.6,4.0,6.0,30.7,30.3,No,Yes,2011,2,21,quente,quente,quente,quente,ameno,ameno,seco,forte,médias horas de sol,baixa,baixa,parcialmente nublado
2011-02-22,Brisbane,21.9,28.4,68.8,10.6,9.1,SE,48.0,SSE,SE,22.0,17.0,59.0,55.0,1014.4,1014.5,5.0,7.0,25.8,26.0,Yes,No,2011,2,22,quente,quente,quente,quente,ameno,ameno,extrema,forte,médias horas de sol,normal,normal,parcialmente nublado
2011-02-23,Brisbane,18.2,27.6,0.2,7.0,8.6,ESE,37.0,SSE,SSE,7.0,7.0,83.0,68.0,1017.8,1015.2,7.0,7.0,20.8,25.6,No,Yes,2011,2,23,ameno,quente,quente,quente,tropical,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-24,Brisbane,18.8,27.7,3.6,6.6,9.0,SSE,30.0,S,ESE,4.0,11.0,63.0,54.0,1017.3,1014.4,6.0,5.0,23.9,27.0,Yes,No,2011,2,24,ameno,quente,quente,quente,ameno,ameno,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-25,Brisbane,18.3,29.3,0.0,4.2,11.2,E,22.0,SW,ENE,4.0,11.0,61.0,56.0,1015.2,1012.4,2.0,2.0,25.5,27.9,No,No,2011,2,25,ameno,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-02-26,Brisbane,19.2,30.6,0.0,7.4,11.0,ENE,22.0,SW,ENE,4.0,11.0,63.0,49.0,1014.3,1010.9,2.0,1.0,26.0,28.5,No,No,2011,2,26,ameno,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-02-27,Brisbane,22.1,31.4,0.0,5.2,8.6,NNE,22.0,W,NNE,6.0,7.0,61.0,54.0,1013.7,1010.5,3.0,1.0,26.5,29.9,No,No,2011,2,27,quente,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-02-28,Brisbane,22.1,32.0,0.0,8.0,8.6,NE,22.0,SE,NNE,2.0,9.0,57.0,53.0,1013.4,1009.8,1.0,1.0,28.3,30.8,No,No,2011,2,28,quente,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-03-01,Brisbane,21.9,33.2,0.0,7.4,11.9,NNE,24.0,NW,NNE,4.0,9.0,61.0,54.0,1011.3,1008.1,1.0,1.0,27.9,32.2,No,Yes,2011,3,1,quente,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,baixa,parcialmente nublado
2011-03-02,Brisbane,20.4,30.9,22.6,7.0,8.0,SSE,30.0,SW,E,7.0,11.0,78.0,55.0,1013.2,1010.2,6.0,1.0,25.9,30.4,Yes,Yes,2011,3,2,quente,quente,quente,quente,tropical,ameno,forte,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-03-03,Brisbane,23.8,33.1,1.2,5.0,7.1,SSE,28.0,WSW,ENE,4.0,11.0,76.0,60.0,1012.0,1007.8,4.0,3.0,26.7,30.9,Yes,Yes,2011,3,3,quente,quente,quente,quente,tropical,ameno,seco,moderado,médias horas de sol,normal,baixa,parcialmente nublado
2011-03-04,Brisbane,22.6,25.0,23.4,1.2,0.0,SSE,17.0,SSE,SSE,2.0,9.0,91.0,87.0,1011.8,1009.0,8.0,8.0,23.1,24.1,Yes,Yes,2011,3,4,quente,quente,quente,quente,tropical,tropical,forte,leve,poucas horas de sol,normal,baixa,nublado
2011-03-05,Brisbane,21.1,27.0,29.2,2.2,0.0,SE,41.0,SW,SSE,4.0,11.0,87.0,59.0,1014.2,1014.2,8.0,8.0,24.1,26.8,Yes,Yes,2011,3,5,quente,quente,quente,quente,tropical,ameno,forte,forte,poucas horas de sol,normal,normal,nublado
2011-03-06,Brisbane,19.2,27.4,1.4,5.0,8.2,SE,48.0,SE,SE,13.0,20.0,57.0,44.0,1020.5,1019.4,3.0,3.0,25.3,26.4,Yes,No,2011,3,6,ameno,quente,quente,quente,ameno,ameno,seco,forte,médias horas de sol,alta,alta,parcialmente nublado
2011-03-07,Brisbane,18.5,27.5,0.4,6.6,9.5,ESE,33.0,SE,ESE,7.0,15.0,63.0,45.0,1020.4,1017.7,7.0,3.0,23.2,26.6,No,No,2011,3,7,ameno,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,alta,normal,parcialmente nublado
2011-03-08,Brisbane,18.1,27.0,0.8,6.2,10.0,ESE,33.0,NE,E,4.0,11.0,76.0,53.0,1018.7,1016.0,7.0,3.0,23.1,25.4,No,Yes,2011,3,8,ameno,quente,quente,quente,tropical,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-03-09,Brisbane,18.4,27.1,2.4,5.2,8.6,E,28.0,S,ESE,4.0,13.0,60.0,59.0,1017.7,1015.4,6.0,7.0,24.7,25.2,Yes,No,2011,3,9,ameno,quente,quente,quente,ameno,ameno,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-03-10,Brisbane,19.7,27.6,0.2,6.8,4.7,NE,24.0,E,NE,4.0,9.0,60.0,58.0,1015.7,1013.2,6.0,7.0,26.4,27.2,No,No,2011,3,10,ameno,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-03-11,Brisbane,20.7,29.2,0.0,3.2,8.6,ENE,26.0,ENE,ENE,6.0,13.0,61.0,58.0,1016.5,1015.3,6.0,7.0,26.9,27.8,No,No,2011,3,11,quente,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-03-12,Brisbane,21.2,28.9,0.2,5.6,7.9,E,30.0,ENE,ENE,11.0,13.0,64.0,58.0,1020.1,1018.7,6.0,6.0,27.4,27.6,No,No,2011,3,12,quente,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,alta,normal,parcialmente nublado
2011-03-13,Brisbane,19.9,29.3,0.0,5.6,8.6,E,28.0,SE,E,9.0,11.0,68.0,63.0,1021.4,1018.2,5.0,5.0,26.7,27.3,No,Yes,2011,3,13,ameno,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,alta,normal,parcialmente nublado
2011-03-16,Brisbane,21.3,30.4,0.0,5.6,8.5,ENE,22.0,S,ENE,4.0,9.0,68.0,61.0,1018.1,1014.8,6.0,6.0,26.2,28.7,No,No,2011,3,16,quente,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-03-18,Brisbane,21.8,28.7,0.0,5.0,0.2,ENE,15.0,WSW,ENE,6.0,2.0,76.0,62.0,1015.0,1011.2,7.0,7.0,24.4,27.9,No,Yes,2011,3,18,quente,quente,quente,quente,tropical,ameno,seco,leve,poucas horas de sol,normal,normal,parcialmente nublado
2011-03-19,Brisbane,22.3,23.9,1.4,2.4,0.0,E,22.0,SE,SSE,7.0,6.0,80.0,92.0,1011.9,1008.4,8.0,8.0,23.6,21.7,Yes,Yes,2011,3,19,quente,quente,quente,quente,tropical,tropical,seco,moderado,poucas horas de sol,normal,baixa,nublado
2011-03-20,Brisbane,20.3,27.2,32.6,2.0,0.0,SE,26.0,SW,SE,2.0,7.0,94.0,78.0,1007.8,1004.2,8.0,8.0,22.4,25.5,Yes,Yes,2011,3,20,quente,quente,quente,quente,tropical,tropical,extrema,moderado,poucas horas de sol,baixa,baixa,nublado
2011-03-21,Brisbane,22.2,31.1,1.2,1.4,8.1,ENE,15.0,SW,ENE,4.0,9.0,70.0,68.0,1005.1,1001.9,5.0,5.0,26.9,28.6,Yes,No,2011,3,21,quente,quente,quente,quente,ameno,ameno,seco,leve,médias horas de sol,baixa,baixa,parcialmente nublado
2011-03-22,Brisbane,23.1,34.5,0.0,3.0,8.5,WNW,28.0,W,WNW,4.0,13.0,76.0,39.0,1003.2,1000.1,7.0,2.0,27.4,33.9,No,No,2011,3,22,quente,quente,quente,quente,tropical,seca,seco,moderado,médias horas de sol,baixa,baixa,parcialmente nublado
2011-03-23,Brisbane,19.6,32.4,0.0,5.4,11.6,W,30.0,WSW,WNW,6.0,11.0,48.0,40.0,1006.7,1003.4,1.0,3.0,28.0,31.8,No,No,2011,3,23,ameno,quente,quente,quente,ameno,seca,seco,moderado,muitas horas de sol,baixa,baixa,parcialmente nublado
2011-03-24,Brisbane,20.7,30.9,0.0,7.8,11.2,W,31.0,W,W,9.0,15.0,52.0,34.0,1009.8,1006.5,1.0,2.0,26.3,30.3,No,No,2011,3,24,quente,quente,quente,quente,ameno,seca,seco,moderado,muitas horas de sol,normal,baixa,parcialmente nublado
2011-03-25,Brisbane,16.3,29.9,0.0,7.8,8.6,W,37.0,SW,W,4.0,15.0,43.0,34.0,1011.7,1008.7,1.0,4.0,25.8,29.3,No,No,2011,3,25,ameno,quente,quente,quente,ameno,seca,seco,moderado,médias horas de sol,normal,baixa,parcialmente nublado
2011-03-26,Brisbane,19.1,28.7,0.0,8.0,10.7,SE,31.0,SSW,SE,4.0,13.0,56.0,48.0,1014.8,1013.8,3.0,3.0,25.7,27.4,No,No,2011,3,26,ameno,quente,quente,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-03-27,Brisbane,19.4,27.0,0.0,8.0,5.2,SE,41.0,S,SE,9.0,13.0,57.0,52.0,1020.0,1018.2,5.0,7.0,25.2,25.8,No,No,2011,3,27,ameno,quente,quente,quente,ameno,ameno,seco,forte,médias horas de sol,alta,normal,parcialmente nublado
2011-03-28,Brisbane,18.1,26.8,0.0,7.2,4.8,SE,35.0,S,SE,6.0,13.0,59.0,69.0,1022.6,1020.6,4.0,6.0,24.7,23.8,No,Yes,2011,3,28,ameno,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2011-03-29,Brisbane,19.2,26.6,6.0,3.2,0.9,E,28.0,SSW,E,2.0,13.0,75.0,52.0,1022.3,1019.7,7.0,8.0,24.2,25.5,Yes,Yes,2011,3,29,ameno,quente,quente,quente,tropical,ameno,moderada,moderado,poucas horas de sol,alta,alta,nublado
2011-03-31,Brisbane,19.3,27.6,16.0,1.0,6.6,WSW,22.0,SW,E,2.0,9.0,79.0,70.0,1020.0,1017.6,7.0,7.0,22.8,25.4,Yes,No,2011,3,31,ameno,quente,quente,quente,tropical,ameno,forte,moderado,médias horas de sol,alta,normal,parcialmente nublado
2011-05-01,Brisbane,14.7,27.1,0.2,3.4,10.1,W,20.0,WSW,S,6.0,6.0,66.0,37.0,1015.3,1011.5,0.0,1.0,20.8,26.3,No,No,2011,5,1,ameno,quente,quente,quente,ameno,seca,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-02,Brisbane,14.1,27.6,0.0,3.0,10.1,E,17.0,SSW,ENE,4.0,4.0,66.0,47.0,1015.6,1012.2,1.0,3.0,20.9,25.7,No,No,2011,5,2,ameno,quente,quente,quente,ameno,ameno,seco,leve,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-04,Brisbane,14.8,25.3,19.6,3.4,8.8,WSW,20.0,SW,SSE,6.0,6.0,72.0,47.0,1014.0,1011.5,1.0,3.0,19.6,24.4,Yes,No,2011,5,4,ameno,quente,ameno,quente,tropical,ameno,forte,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-05-05,Brisbane,14.2,25.6,0.2,3.4,8.8,SSE,26.0,WSW,SW,6.0,7.0,61.0,45.0,1016.3,1014.5,1.0,3.0,20.1,25.4,No,No,2011,5,5,ameno,quente,quente,quente,ameno,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-05-06,Brisbane,14.3,24.9,0.0,4.0,9.6,SW,19.0,SW,W,7.0,6.0,53.0,43.0,1020.4,1016.5,6.0,6.0,19.6,23.3,No,No,2011,5,6,ameno,quente,ameno,quente,ameno,ameno,seco,leve,muitas horas de sol,alta,normal,parcialmente nublado
2011-05-07,Brisbane,12.3,25.0,0.0,4.0,10.0,W,13.0,SW,W,6.0,4.0,67.0,38.0,1018.3,1014.3,1.0,3.0,18.1,24.0,No,No,2011,5,7,ameno,quente,ameno,quente,ameno,seca,seco,leve,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-09,Brisbane,16.2,18.9,5.6,2.0,0.1,SSW,17.0,SW,W,4.0,4.0,90.0,84.0,1013.4,1009.7,8.0,7.0,16.8,16.6,Yes,Yes,2011,5,9,ameno,ameno,ameno,ameno,tropical,tropical,moderada,leve,poucas horas de sol,normal,normal,parcialmente nublado
2011-05-10,Brisbane,13.2,22.5,3.8,1.6,10.1,WSW,31.0,WSW,W,11.0,13.0,69.0,47.0,1011.8,1009.8,2.0,2.0,16.9,20.8,Yes,No,2011,5,10,ameno,quente,ameno,quente,ameno,ameno,moderada,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-11,Brisbane,10.3,21.5,0.0,3.4,10.2,WNW,35.0,W,WNW,4.0,13.0,49.0,32.0,1014.7,1010.9,0.0,0.0,18.0,21.2,No,No,2011,5,11,ameno,quente,ameno,quente,ameno,seca,seco,moderado,muitas horas de sol,normal,normal,céu limpo
2011-05-12,Brisbane,11.8,21.7,0.0,5.4,10.2,W,41.0,WSW,W,11.0,17.0,44.0,36.0,1014.9,1010.6,1.0,1.0,16.4,21.2,No,No,2011,5,12,ameno,quente,ameno,quente,ameno,seca,seco,forte,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-13,Brisbane,7.9,22.9,0.0,5.6,10.3,W,22.0,SW,SW,6.0,7.0,47.0,35.0,1016.6,1012.2,0.0,1.0,16.2,22.3,No,No,2011,5,13,frio,quente,ameno,quente,ameno,seca,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-14,Brisbane,8.2,23.0,0.0,4.0,10.3,W,28.0,SW,WSW,6.0,6.0,48.0,31.0,1016.2,1014.4,2.0,2.0,18.3,22.7,No,No,2011,5,14,frio,quente,ameno,quente,ameno,seca,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-15,Brisbane,11.5,23.2,0.0,4.0,10.0,SW,19.0,SW,S,6.0,4.0,43.0,32.0,1026.0,1024.5,1.0,2.0,16.5,22.2,No,No,2011,5,15,ameno,quente,ameno,quente,ameno,seca,seco,leve,muitas horas de sol,alta,alta,parcialmente nublado
2011-05-16,Brisbane,10.5,23.7,0.0,4.4,8.1,W,17.0,SW,NNW,6.0,2.0,59.0,79.0,1029.5,1026.0,2.0,5.0,17.4,18.7,No,No,2011,5,16,ameno,quente,ameno,ameno,ameno,tropical,seco,leve,médias horas de sol,alta,alta,parcialmente nublado
2011-05-17,Brisbane,11.2,24.9,0.4,3.2,8.1,ESE,19.0,SW,ESE,4.0,9.0,75.0,53.0,1027.7,1024.2,1.0,2.0,16.6,22.2,No,No,2011,5,17,ameno,quente,ameno,quente,tropical,ameno,seco,leve,médias horas de sol,alta,alta,parcialmente nublado
2011-05-18,Brisbane,12.1,23.8,0.2,4.0,7.3,SE,28.0,SW,SE,4.0,9.0,64.0,51.0,1028.6,1025.7,3.0,5.0,18.0,22.7,No,No,2011,5,18,ameno,quente,ameno,quente,ameno,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2011-05-19,Brisbane,14.5,22.5,0.2,3.0,6.5,SSE,28.0,SSW,SE,4.0,6.0,77.0,87.0,1028.3,1026.2,5.0,7.0,18.6,19.3,No,Yes,2011,5,19,ameno,quente,ameno,ameno,tropical,tropical,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2011-05-20,Brisbane,14.2,24.1,4.2,3.0,8.9,ESE,24.0,SSW,E,4.0,7.0,73.0,57.0,1027.0,1023.9,1.0,6.0,18.9,22.4,Yes,No,2011,5,20,ameno,quente,ameno,quente,tropical,ameno,moderada,moderado,médias horas de sol,alta,alta,parcialmente nublado
2011-05-21,Brisbane,14.1,23.2,0.4,3.0,4.5,E,22.0,WSW,SE,4.0,9.0,85.0,77.0,1025.7,1022.2,7.0,4.0,17.0,21.1,No,Yes,2011,5,21,ameno,quente,ameno,quente,tropical,tropical,seco,moderado,poucas horas de sol,alta,alta,parcialmente nublado
2011-05-22,Brisbane,17.0,24.5,10.8,2.2,4.7,E,15.0,SW,ENE,4.0,7.0,89.0,64.0,1022.9,1017.9,7.0,7.0,18.7,23.1,Yes,No,2011,5,22,ameno,quente,ameno,quente,tropical,ameno,forte,leve,médias horas de sol,alta,normal,parcialmente nublado
2011-05-24,Brisbane,14.1,22.6,11.4,0.8,9.7,W,31.0,W,W,9.0,9.0,63.0,42.0,1009.3,1005.4,1.0,3.0,18.9,22.1,Yes,No,2011,5,24,ameno,quente,ameno,quente,ameno,ameno,forte,moderado,muitas horas de sol,normal,baixa,parcialmente nublado
2011-05-25,Brisbane,11.7,19.4,0.0,5.6,10.1,W,44.0,W,W,11.0,15.0,61.0,46.0,1009.6,1006.5,1.0,1.0,16.0,19.2,No,No,2011,5,25,ameno,ameno,ameno,ameno,ameno,ameno,seco,forte,muitas horas de sol,normal,baixa,parcialmente nublado
2011-05-26,Brisbane,11.0,22.2,0.0,6.0,9.6,WSW,24.0,WSW,W,7.0,7.0,55.0,43.0,1013.4,1012.2,1.0,2.0,16.4,21.1,No,No,2011,5,26,ameno,quente,ameno,quente,ameno,ameno,seco,moderado,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-27,Brisbane,9.6,23.7,0.0,3.2,9.8,SW,19.0,SW,WSW,6.0,4.0,64.0,39.0,1018.8,1015.8,1.0,1.0,16.3,22.6,No,No,2011,5,27,frio,quente,ameno,quente,ameno,seca,seco,leve,muitas horas de sol,normal,normal,parcialmente nublado
2011-05-28,Brisbane,10.4,22.8,0.0,3.0,5.5,SE,15.0,SW,E,6.0,6.0,71.0,59.0,1021.5,1019.2,1.0,7.0,15.6,20.8,No,No,2011,5,28,ameno,quente,ameno,quente,tropical,ameno,seco,leve,médias horas de sol,alta,alta,parcialmente nublado
2011-05-29,Brisbane,14.4,23.1,0.0,2.8,7.5,ESE,24.0,SSW,E,4.0,13.0,69.0,64.0,1023.0,1018.8,4.0,5.0,17.9,20.7,No,Yes,2011,5,29,ameno,quente,ameno,quente,ameno,ameno,seco,moderado,médias horas de sol,alta,normal,parcialmente nublado
2011-05-30,Brisbane,14.4,22.7,12.0,2.0,8.3,WSW,22.0,SW,WSW,4.0,4.0,87.0,51.0,1018.1,1013.7,4.0,4.0,16.4,21.9,Yes,No,2011,5,30,ameno,quente,ameno,quente,tropical,ameno,forte,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-05-31,Brisbane,10.4,19.9,0.2,2.0,7.9,ESE,19.0,SW,WSW,6.0,6.0,76.0,56.0,1015.2,1012.7,5.0,6.0,14.3,19.6,No,No,2011,5,31,ameno,ameno,ameno,ameno,tropical,ameno,seco,leve,médias horas de sol,normal,normal,parcialmente nublado
2011-06-02,Brisbane,12.5,24.0,0.0,0.4,7.4,SW,26.0,SW,SSW,7.0,7.0,72.0,54.0,1017.6,1015.4,1.0,6.0,18.6,22.2,No,No,2011,6,2,ameno,quente,ameno,quente,tropical,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2011-06-03,Brisbane,13.4,23.9,0.0,3.4,9.8,WSW,19.0,WSW,W,9.0,9.0,59.0,44.0,1018.6,1015.2,0.0,1.0,18.6,23.2,No,No,2011,6,3,ameno,quente,ameno,quente,ameno,ameno,seco,leve,muitas horas de sol,normal,normal,parcialmente nublado
2011-06-04,Brisbane,10.5,24.3,0.0,2.8,9.8,WNW,19.0,W,WNW,4.0,7.0,73.0,40.0,1018.9,1015.2,0.0,2.0,15.1,23.5,No,No,2011,6,4,ameno,quente,ameno,quente,tropical,seca,seco,leve,muitas horas de sol,normal,normal,parcialmente nublado
