data,localidade,temp_min,temp_max,chuva_mm,evaporacao,horas_sol,vento_rajada_direcao,vento_rajada_velocidade,vento_direcao_9h,vento_direcao_15h,vento_veloc_9h,vento_veloc_15h,umidade_9h,umidade_15h,pressao_9h,pressao_15h,nuvem_9h,nuvem_15h,temp_9h,temp_15h,choveu_hoje,chove_amanha
20/06/2009,Adelaide,12.7,15.6,0.0,4.6,3.1,N,50.0,N,N,22.0,24.0,43.0,53.0,1013.6,1011.8,4.0,4.0,14.3,15.2,No,No
21/06/2009,Adelaide,5.0,19.0,0.8,4.6,8.9,NNW,31.0,NNE,NNW,6.0,13.0,82.0,38.0,1016.3,1012.9,4.0,4.0,9.5,17.8,No,No
22/06/2009,Adelaide,9.5,18.0,0.2,7.6,9.4,NNW,41.0,N,NNW,17.0,22.0,56.0,41.0,1013.4,1011.2,4.0,4.0,13.0,17.3,No,No
23/06/2009,Adelaide,9.2,14.4,0.0,2.8,0.4,NW,54.0,N,NNW,20.0,20.0,57.0,61.0,1011.2,1008.6,4.0,4.0,10.6,14.1,No,Yes
24/06/2009,Adelaide,8.7,16.2,1.2,0.6,5.6,WNW,24.0,NE,SW,9.0,11.0,95.0,63.0,1014.3,1013.6,4.0,4.0,11.3,15.0,Yes,No
25/06/2009,Adelaide,10.2,16.1,0.0,1.0,3.2,NE,30.0,ENE,NNW,9.0,11.0,83.0,62.0,1013.2,1009.5,4.0,4.0,12.1,15.5,No,Yes
26/06/2009,Adelaide,11.6,14.0,3.4,0.8,8.6,NE,26.0,NE,,11.0,0.0,78.0,81.0,1003.0,1002.3,4.0,4.0,13.1,13.8,Yes,No
28/06/2009,Adelaide,10.0,17.6,0.2,4.6,5.7,NNW,41.0,NNE,NNW,9.0,20.0,82.0,66.0,1005.3,1003.5,4.0,4.0,12.7,17.3,No,No
29/06/2009,Adelaide,9.7,19.3,0.0,2.8,4.2,N,35.0,NE,N,7.0,20.0,84.0,53.0,1007.1,1002.5,4.0,4.0,12.4,18.5,No,No
30/06/2009,Adelaide,12.3,18.8,0.0,3.2,2.3,WNW,76.0,N,NW,33.0,28.0,44.0,67.0,992.4,997.6,4.0,4.0,18.7,14.9,No,Yes
01/07/2009,Adelaide,10.7,15.1,16.6,2.4,1.2,NW,56.0,NNW,WNW,19.0,17.0,89.0,78.0,1006.5,1007.9,4.0,4.0,11.3,14.3,Yes,Yes
02/07/2009,Adelaide,10.1,14.5,6.6,0.4,1.6,W,50.0,W,W,20.0,22.0,58.0,79.0,1012.5,1011.8,4.0,4.0,14.0,13.1,Yes,Yes
03/07/2009,Adelaide,12.1,16.0,2.0,0.6,3.5,SW,52.0,SW,SW,17.0,20.0,84.0,74.0,1020.4,1020.8,4.0,4.0,13.3,15.2,Yes,Yes
04/07/2009,Adelaide,11.7,16.0,1.4,4.6,5.1,WSW,30.0,SSW,WSW,2.0,15.0,92.0,69.0,1025.3,1023.7,4.0,4.0,12.6,14.9,Yes,No
06/07/2009,Adelaide,3.6,13.2,0.0,3.6,6.3,E,30.0,NNE,E,7.0,13.0,72.0,47.0,1025.8,1024.1,4.0,4.0,7.3,11.8,No,No
07/07/2009,Adelaide,2.9,13.7,0.0,1.0,6.4,NNE,31.0,NE,NNE,9.0,13.0,77.0,48.0,1024.4,1021.8,4.0,4.0,7.3,12.3,No,No
08/07/2009,Adelaide,7.1,16.1,0.0,1.4,9.3,NNE,26.0,NE,NNE,11.0,13.0,57.0,35.0,1024.5,1022.6,4.0,4.0,11.1,15.9,No,No
09/07/2009,Adelaide,5.7,17.8,0.0,1.8,8.4,NNE,39.0,NNE,NNE,13.0,19.0,53.0,39.0,1024.1,1019.8,4.0,4.0,13.0,17.5,No,Yes
10/07/2009,Adelaide,12.7,15.7,2.0,3.0,0.0,NNE,43.0,NNE,NNE,20.0,20.0,79.0,75.0,1015.7,1010.5,4.0,4.0,13.1,13.5,Yes,Yes
11/07/2009,Adelaide,12.1,17.4,13.0,4.6,2.7,NNW,50.0,N,NNW,24.0,26.0,68.0,69.0,1005.5,1004.3,4.0,4.0,14.9,17.2,Yes,Yes
12/07/2009,Adelaide,10.8,16.0,1.2,4.6,3.8,NW,46.0,N,NW,22.0,22.0,80.0,63.0,1008.0,1007.0,4.0,4.0,11.7,15.9,Yes,Yes
13/07/2009,Adelaide,10.1,14.2,4.6,4.8,5.7,W,46.0,W,WSW,26.0,20.0,89.0,61.0,1008.4,1007.2,4.0,4.0,10.1,13.6,Yes,Yes
14/07/2009,Adelaide,7.1,11.9,10.2,1.8,2.3,NW,37.0,N,SW,17.0,13.0,95.0,80.0,1003.6,1003.1,4.0,4.0,8.9,11.8,Yes,Yes
16/07/2009,Adelaide,7.9,15.3,10.4,1.2,8.6,SW,28.0,SSE,ESE,6.0,9.0,90.0,48.0,1018.2,1019.0,4.0,4.0,11.1,14.9,Yes,No
17/07/2009,Adelaide,7.0,16.0,0.0,1.4,4.6,N,35.0,NNE,N,13.0,19.0,66.0,52.0,1021.1,1017.5,4.0,4.0,10.9,15.8,No,No
18/07/2009,Adelaide,9.8,16.2,0.0,4.6,4.1,NNW,39.0,N,NNW,15.0,19.0,59.0,58.0,1015.1,1013.4,4.0,4.0,11.4,15.4,No,No
19/07/2009,Adelaide,10.5,18.6,0.0,4.6,8.6,NNW,44.0,N,NNW,15.0,22.0,75.0,41.0,1017.0,1013.3,4.0,4.0,12.1,18.2,No,No
20/07/2009,Adelaide,12.0,21.7,0.0,6.8,8.4,NNW,54.0,N,NNW,22.0,24.0,38.0,21.0,1013.1,1010.6,4.0,4.0,14.5,20.9,No,No
21/07/2009,Adelaide,14.5,19.8,0.0,4.4,6.0,NW,43.0,NNE,NNW,9.0,19.0,36.0,41.0,1009.1,1006.6,4.0,4.0,15.1,18.6,No,Yes
22/07/2009,Adelaide,9.3,14.6,3.2,2.6,2.9,NW,48.0,N,WNW,15.0,20.0,86.0,75.0,1008.2,1008.9,4.0,4.0,10.1,13.4,Yes,Yes
23/07/2009,Adelaide,3.6,15.2,2.2,1.0,8.9,WNW,24.0,N,W,4.0,13.0,84.0,48.0,1023.4,1023.0,4.0,4.0,7.5,13.9,Yes,No
24/07/2009,Adelaide,6.1,16.2,0.0,1.4,7.8,NW,44.0,NNE,NNW,11.0,20.0,51.0,45.0,1023.6,1021.8,4.0,4.0,10.1,15.9,No,No
25/07/2009,Adelaide,8.1,16.9,0.0,4.6,9.7,N,31.0,NNE,N,13.0,15.0,39.0,35.0,1021.1,1016.3,4.0,4.0,12.7,16.4,No,No
26/07/2009,Adelaide,10.3,14.9,0.0,4.6,2.8,WSW,30.0,NNE,WSW,9.0,11.0,68.0,73.0,1015.1,1016.7,4.0,4.0,11.5,13.4,No,Yes
27/07/2009,Adelaide,10.1,14.7,1.2,5.4,1.6,WNW,35.0,NNW,WNW,11.0,19.0,94.0,78.0,1022.8,1022.6,4.0,4.0,10.3,14.5,Yes,Yes
28/07/2009,Adelaide,10.0,15.6,12.6,0.2,2.8,WNW,39.0,N,WNW,13.0,20.0,96.0,72.0,1026.2,1025.0,4.0,4.0,10.6,15.0,Yes,Yes
29/07/2009,Adelaide,10.5,15.6,3.6,0.6,2.5,W,30.0,NNW,WSW,7.0,9.0,96.0,71.0,1028.0,1027.2,4.0,4.0,12.3,15.1,Yes,Yes
30/07/2009,Adelaide,10.4,15.9,3.4,2.0,1.9,WNW,39.0,N,WNW,7.0,19.0,97.0,64.0,1027.8,1024.8,4.0,4.0,11.6,14.9,Yes,Yes
31/07/2009,Adelaide,9.0,15.7,3.4,1.2,6.1,SW,31.0,N,SW,7.0,13.0,97.0,61.0,1026.6,1025.6,4.0,4.0,11.3,15.3,Yes,Yes
01/08/2009,Adelaide,10.4,16.2,1.8,4.6,4.8,NW,35.0,NW,WNW,9.0,19.0,83.0,59.0,1028.6,1026.8,4.0,4.0,12.3,15.3,Yes,
02/08/2009,Adelaide,7.7,17.6,0.0,4.6,9.2,NNW,43.0,N,NW,13.0,19.0,64.0,46.0,1026.7,1022.8,4.0,4.0,10.9,17.3,,No
04/08/2009,Adelaide,10.0,15.8,0.0,1.8,0.7,NW,33.0,N,WNW,13.0,15.0,91.0,80.0,1021.4,1019.7,4.0,4.0,10.8,15.1,No,No
05/08/2009,Adelaide,8.6,20.2,0.2,0.6,7.4,NNW,33.0,NE,N,9.0,20.0,73.0,42.0,1020.1,1015.6,4.0,4.0,14.0,19.8,No,No
06/08/2009,Adelaide,9.0,23.0,0.0,2.4,8.7,NNW,67.0,N,NNW,24.0,37.0,40.0,24.0,1012.4,1008.1,4.0,4.0,15.9,22.6,No,Yes
07/08/2009,Adelaide,10.9,15.4,1.6,4.0,10.2,WSW,54.0,SW,SW,17.0,15.0,54.0,48.0,1022.2,1023.1,4.0,4.0,12.6,14.7,Yes,No
08/08/2009,Adelaide,3.3,18.1,0.0,4.6,9.7,N,33.0,NNE,NW,9.0,17.0,48.0,35.0,1024.3,1019.6,4.0,4.0,11.5,17.5,No,No
09/08/2009,Adelaide,7.4,16.8,0.0,4.6,0.0,NE,24.0,NE,N,11.0,11.0,44.0,35.0,1016.1,1012.1,4.0,4.0,12.9,16.5,No,No
10/08/2009,Adelaide,12.1,18.4,0.4,6.0,4.4,W,31.0,NNE,W,6.0,20.0,41.0,59.0,1006.6,1005.1,4.0,4.0,15.2,15.8,No,No
11/08/2009,Adelaide,11.3,17.1,0.6,1.4,5.8,W,30.0,N,WSW,7.0,15.0,86.0,56.0,1009.6,1010.3,4.0,4.0,11.7,16.1,No,No
12/08/2009,Adelaide,10.8,17.6,1.0,1.6,6.7,WSW,26.0,N,SW,7.0,11.0,91.0,59.0,1015.5,1013.6,4.0,4.0,11.9,16.0,No,No
13/08/2009,Adelaide,6.6,18.2,0.0,1.4,7.5,NNW,22.0,NE,WNW,6.0,13.0,77.0,54.0,1016.0,1016.0,4.0,4.0,12.3,18.0,No,No
14/08/2009,Adelaide,6.3,22.0,0.0,1.4,10.4,NNE,35.0,NE,N,11.0,15.0,64.0,35.0,1019.6,1014.8,4.0,4.0,14.2,21.4,No,No
15/08/2009,Adelaide,14.1,26.7,0.0,4.6,8.6,NNW,48.0,N,N,17.0,20.0,37.0,30.0,1009.8,1004.4,4.0,4.0,19.2,26.2,No,Yes
16/08/2009,Adelaide,11.3,16.5,3.8,4.6,5.8,NW,74.0,NNW,WNW,22.0,26.0,65.0,52.0,1005.8,1007.9,4.0,4.0,14.2,15.9,Yes,Yes
17/08/2009,Adelaide,11.1,17.2,2.0,13.0,8.3,WNW,39.0,WNW,WNW,13.0,17.0,58.0,53.0,1020.9,1022.2,4.0,4.0,14.3,16.0,Yes,No
18/08/2009,Adelaide,6.8,21.2,0.0,1.6,10.4,NNW,31.0,NE,NNW,11.0,17.0,71.0,39.0,1026.2,1021.6,4.0,4.0,14.0,20.7,No,No
20/08/2009,Adelaide,9.8,22.4,0.0,2.0,9.9,N,43.0,NNE,NNW,13.0,17.0,76.0,46.0,1016.4,1009.9,4.0,4.0,13.7,21.8,No,No
21/08/2009,Adelaide,13.6,15.7,0.4,3.8,8.6,W,59.0,WSW,WSW,20.0,20.0,65.0,51.0,1005.8,1007.0,4.0,4.0,14.3,14.8,No,No
22/08/2009,Adelaide,7.9,17.4,0.0,4.6,8.6,NNW,50.0,NNE,W,13.0,19.0,76.0,56.0,1007.3,1006.2,4.0,4.0,12.4,16.1,No,No
23/08/2009,Adelaide,8.8,19.0,0.0,4.6,7.7,NW,57.0,N,NNW,15.0,22.0,72.0,40.0,1006.4,1003.2,4.0,4.0,12.3,18.7,No,Yes
24/08/2009,Adelaide,9.9,14.6,2.0,6.4,0.7,W,81.0,N,WNW,20.0,28.0,79.0,91.0,1004.2,1000.5,4.0,4.0,11.8,12.1,Yes,Yes
25/08/2009,Adelaide,7.7,15.3,12.0,2.6,2.7,W,65.0,NW,W,20.0,30.0,72.0,60.0,1011.3,1010.6,4.0,4.0,12.5,15.3,Yes,Yes
26/08/2009,Adelaide,10.3,15.6,4.0,1.0,4.4,NW,39.0,WNW,NW,19.0,20.0,63.0,62.0,1018.2,1017.1,4.0,4.0,13.2,14.4,Yes,No
27/08/2009,Adelaide,7.9,17.7,0.0,2.4,8.3,WNW,37.0,N,NW,11.0,20.0,79.0,54.0,1015.1,1012.8,4.0,4.0,11.7,17.2,No,No
28/08/2009,Adelaide,7.0,22.9,0.0,0.4,5.1,NNW,41.0,NNE,NNW,9.0,9.0,52.0,39.0,1011.2,1005.4,4.0,4.0,15.9,20.0,No,Yes
29/08/2009,Adelaide,12.9,16.4,6.6,4.6,1.1,WSW,61.0,WNW,WSW,11.0,19.0,89.0,84.0,1004.4,1006.5,4.0,4.0,13.3,12.4,Yes,Yes
30/08/2009,Adelaide,9.2,15.4,15.8,4.6,4.3,SW,41.0,WNW,W,17.0,20.0,66.0,64.0,1019.4,1019.3,4.0,4.0,12.0,13.4,Yes,Yes
31/08/2009,Adelaide,10.5,17.0,2.6,8.0,4.9,WNW,37.0,WNW,SW,15.0,20.0,94.0,62.0,1021.4,1020.3,4.0,4.0,12.6,16.2,Yes,Yes
01/09/2009,Adelaide,10.9,18.0,1.6,2.2,7.5,N,26.0,N,WNW,7.0,15.0,88.0,49.0,1023.2,1019.5,4.0,4.0,12.9,17.6,Yes,No
02/09/2009,Adelaide,11.1,21.6,0.0,2.6,6.1,N,43.0,NE,N,17.0,20.0,38.0,46.0,1015.1,1010.7,4.0,4.0,17.4,17.7,No,No
03/09/2009,Adelaide,10.0,17.8,0.4,3.4,8.4,W,50.0,WNW,WNW,20.0,26.0,65.0,55.0,1012.8,1012.1,4.0,4.0,14.2,15.8,No,Yes
04/09/2009,Adelaide,9.4,15.7,3.4,2.6,7.3,WSW,39.0,W,W,22.0,20.0,67.0,54.0,1015.7,1015.8,4.0,4.0,12.9,14.5,Yes,No
05/09/2009,Adelaide,11.0,16.4,0.0,4.6,6.4,NNW,33.0,WNW,NW,13.0,11.0,62.0,42.0,1018.9,1015.6,4.0,4.0,13.2,15.9,No,No
06/09/2009,Adelaide,11.3,19.3,0.2,4.6,6.4,NNW,56.0,N,WSW,17.0,20.0,30.0,41.0,1005.1,1005.6,4.0,4.0,16.2,17.8,No,Yes
07/09/2009,Adelaide,11.8,17.5,2.2,9.6,7.3,WNW,37.0,SW,SSW,6.0,19.0,91.0,48.0,1009.6,1010.8,4.0,4.0,12.8,16.9,Yes,No
08/09/2009,Adelaide,10.0,14.8,0.2,2.6,1.1,SW,28.0,S,S,9.0,9.0,58.0,57.0,1020.0,1018.7,4.0,4.0,13.0,14.2,No,No
09/09/2009,Adelaide,10.6,15.5,0.0,1.8,1.3,SW,20.0,SE,SSW,9.0,6.0,55.0,55.0,1020.1,1017.6,4.0,4.0,12.5,13.9,No,No
10/09/2009,Adelaide,4.8,22.6,0.0,0.6,11.1,NNE,41.0,NNE,N,13.0,15.0,47.0,26.0,1018.3,1013.8,4.0,4.0,14.3,21.5,No,No
11/09/2009,Adelaide,14.2,29.4,0.0,6.2,6.7,NNW,69.0,N,NNW,26.0,28.0,14.0,12.0,1007.4,1005.9,4.0,4.0,22.5,28.7,No,No
12/09/2009,Adelaide,11.9,30.9,0.0,4.6,7.7,N,54.0,N,NNW,24.0,22.0,13.0,13.0,1007.2,1005.1,4.0,4.0,24.0,29.5,No,No
13/09/2009,Adelaide,12.9,18.9,0.8,4.6,7.5,WSW,56.0,NW,W,17.0,31.0,46.0,57.0,1016.9,1018.6,4.0,4.0,16.6,16.0,No,No
14/09/2009,Adelaide,6.5,16.9,0.6,13.4,10.7,NNW,28.0,N,SSW,9.0,9.0,59.0,38.0,1024.6,1021.2,4.0,4.0,12.9,15.5,No,No
15/09/2009,Adelaide,6.0,24.4,0.0,3.4,11.2,NE,35.0,N,WNW,9.0,13.0,33.0,22.0,1019.8,1016.2,4.0,4.0,16.3,23.8,No,No
16/09/2009,Adelaide,16.3,26.2,0.2,5.0,1.9,NNE,50.0,NE,NE,7.0,11.0,42.0,62.0,1013.3,1009.8,4.0,4.0,19.8,19.4,No,Yes
17/09/2009,Adelaide,14.2,17.4,8.8,2.0,7.1,SW,41.0,SSW,SW,15.0,20.0,82.0,56.0,1014.9,1018.0,4.0,4.0,16.2,16.7,Yes,No
18/09/2009,Adelaide,6.2,22.0,0.2,3.4,11.2,N,39.0,NE,WNW,13.0,20.0,57.0,37.0,1021.9,1016.1,4.0,4.0,14.8,21.2,No,
19/09/2009,Adelaide,13.5,18.5,0.0,4.6,10.4,SW,35.0,SW,SW,15.0,22.0,76.0,35.0,1016.0,1015.8,4.0,4.0,16.2,17.9,,
20/09/2009,Adelaide,8.4,18.9,0.0,4.6,9.9,WSW,31.0,WNW,WNW,9.0,13.0,65.0,49.0,1018.0,1015.4,4.0,4.0,15.0,18.2,,No
21/09/2009,Adelaide,8.1,17.8,0.4,10.0,2.8,E,65.0,ENE,ENE,15.0,19.0,47.0,72.0,1007.2,993.8,4.0,4.0,15.5,15.2,No,Yes
22/09/2009,Adelaide,9.9,17.1,24.2,2.2,2.5,NNW,37.0,NNW,NNW,9.0,24.0,71.0,88.0,998.7,995.0,4.0,4.0,14.4,12.7,Yes,Yes
23/09/2009,Adelaide,11.1,16.9,5.2,1.2,5.5,SW,48.0,WSW,WSW,24.0,20.0,71.0,57.0,1013.3,1015.0,4.0,4.0,13.8,15.6,Yes,No
24/09/2009,Adelaide,12.4,20.4,0.2,2.6,10.1,NW,46.0,WNW,WNW,24.0,20.0,73.0,47.0,1015.3,1011.0,4.0,4.0,15.7,20.0,No,Yes
25/09/2009,Adelaide,11.8,14.8,2.8,4.2,1.0,W,63.0,NW,W,13.0,19.0,64.0,73.0,1018.2,1003.1,4.0,4.0,17.6,10.8,Yes,Yes
26/09/2009,Adelaide,8.2,15.2,8.2,4.6,8.0,SW,59.0,SW,SW,24.0,26.0,65.0,43.0,1014.0,1017.1,4.0,4.0,11.6,14.4,Yes,Yes
27/09/2009,Adelaide,9.4,14.8,1.2,4.6,5.3,SW,43.0,SW,SSW,24.0,15.0,62.0,66.0,1023.1,1021.6,4.0,4.0,11.4,12.9,Yes,No
28/09/2009,Adelaide,7.2,17.5,0.8,8.6,4.1,N,20.0,NNW,WSW,9.0,4.0,73.0,60.0,1020.6,1016.1,4.0,4.0,11.7,14.4,No,No
29/09/2009,Adelaide,8.5,23.1,0.0,0.6,9.0,NNW,43.0,NNE,NNW,15.0,26.0,45.0,23.0,1012.3,1007.8,4.0,4.0,17.5,22.6,No,No
30/09/2009,Adelaide,17.4,26.3,0.0,5.8,4.0,NE,43.0,NNE,NNW,9.0,11.0,23.0,19.0,1008.0,1005.3,4.0,4.0,20.7,25.5,No,No
01/10/2009,Adelaide,11.7,18.7,0.0,3.6,2.1,SSW,33.0,SSE,SSW,9.0,20.0,64.0,55.0,1013.7,1013.3,4.0,4.0,14.2,16.7,No,No
02/10/2009,Adelaide,11.5,15.1,0.0,2.8,1.1,SSE,39.0,SSW,SSE,7.0,20.0,76.0,66.0,1016.7,1015.9,4.0,4.0,11.9,12.9,No,No
03/10/2009,Adelaide,9.6,16.4,0.4,4.6,3.9,WSW,30.0,SSW,SW,11.0,13.0,62.0,58.0,1021.8,1020.1,4.0,4.0,12.7,14.3,No,No
04/10/2009,Adelaide,8.5,17.9,0.0,4.6,6.6,WSW,30.0,N,WSW,4.0,15.0,76.0,42.0,1022.8,1022.1,4.0,4.0,11.0,16.3,No,No
05/10/2009,Adelaide,10.8,17.8,0.0,4.6,10.1,SSW,35.0,WNW,SW,2.0,19.0,63.0,55.0,1025.9,1025.7,4.0,4.0,14.7,17.2,No,No
06/10/2009,Adelaide,6.0,18.1,0.0,10.4,10.4,SSE,41.0,NE,SSE,6.0,22.0,70.0,44.0,1028.3,1025.4,4.0,4.0,11.0,17.3,No,No
07/10/2009,Adelaide,6.1,16.9,0.0,3.4,11.6,SE,43.0,ESE,SSE,11.0,17.0,51.0,35.0,1028.6,1028.0,4.0,4.0,11.7,16.0,No,No
08/10/2009,Adelaide,8.2,17.1,0.0,4.0,11.3,SSE,35.0,E,SE,13.0,19.0,59.0,40.0,1030.7,1028.5,4.0,4.0,11.0,16.3,No,No
09/10/2009,Adelaide,7.9,17.1,0.0,3.6,10.1,ESE,33.0,E,E,13.0,15.0,58.0,31.0,1029.2,1026.1,4.0,4.0,12.3,16.7,No,No
10/10/2009,Adelaide,8.3,22.3,0.0,4.6,11.7,NE,39.0,ENE,NE,13.0,20.0,40.0,23.0,1025.0,1020.6,4.0,4.0,15.9,21.3,No,No
11/10/2009,Adelaide,15.9,27.6,0.0,4.6,6.3,NW,50.0,NE,NNE,13.0,20.0,21.0,14.0,1014.2,1008.1,4.0,4.0,20.6,27.2,No,Yes
12/10/2009,Adelaide,12.3,16.4,3.0,15.2,6.8,WNW,61.0,WNW,W,28.0,31.0,63.0,53.0,1005.1,1004.5,4.0,4.0,13.7,15.2,Yes,Yes
13/10/2009,Adelaide,10.4,16.0,6.4,4.0,4.6,W,61.0,W,W,26.0,22.0,63.0,77.0,1002.0,1002.8,4.0,4.0,13.5,13.6,Yes,Yes
14/10/2009,Adelaide,11.6,16.5,6.2,2.6,3.5,WSW,59.0,SW,WSW,26.0,20.0,73.0,62.0,1011.7,1013.0,4.0,4.0,13.4,15.0,Yes,No
15/10/2009,Adelaide,12.1,16.1,0.8,3.0,9.4,WSW,54.0,SW,SSW,22.0,17.0,59.0,60.0,1016.1,1017.8,4.0,4.0,13.4,14.5,No,Yes
16/10/2009,Adelaide,9.5,16.2,1.4,4.0,5.2,SW,39.0,SW,SW,17.0,15.0,74.0,57.0,1024.7,1024.4,4.0,4.0,11.8,15.4,Yes,No
17/10/2009,Adelaide,10.4,17.4,0.2,4.6,8.1,WSW,33.0,S,WSW,9.0,19.0,61.0,42.0,1029.5,1028.2,4.0,4.0,13.1,17.0,No,No
18/10/2009,Adelaide,6.1,20.6,0.0,4.6,12.4,SW,28.0,NNE,WSW,6.0,19.0,58.0,42.0,1029.9,1027.5,4.0,4.0,13.1,18.4,No,No
19/10/2009,Adelaide,8.9,27.7,0.0,10.8,12.4,NW,31.0,NNE,WNW,15.0,17.0,37.0,17.0,1025.3,1021.2,4.0,4.0,18.6,27.1,No,No
20/10/2009,Adelaide,16.7,30.5,0.0,6.2,9.6,NW,31.0,NNE,WNW,13.0,17.0,16.0,13.0,1018.7,1016.1,4.0,4.0,23.3,30.3,No,No
21/10/2009,Adelaide,13.1,22.7,0.0,6.6,12.2,SSE,28.0,SE,ESE,13.0,9.0,52.0,39.0,1022.3,1020.8,4.0,4.0,16.3,21.6,No,No
22/10/2009,Adelaide,10.8,25.6,0.0,5.2,12.5,SW,30.0,SE,SW,4.0,9.0,53.0,33.0,1021.9,1020.2,4.0,4.0,17.9,24.5,No,No
23/10/2009,Adelaide,11.7,27.4,0.0,5.0,9.3,W,31.0,N,WNW,7.0,19.0,55.0,35.0,1022.1,1020.1,4.0,4.0,16.7,26.8,No,No
25/10/2009,Adelaide,11.9,18.1,0.0,4.6,8.8,SSE,46.0,SSE,SSE,13.0,26.0,57.0,39.0,1024.3,1024.4,4.0,4.0,14.1,18.0,No,No
26/10/2009,Adelaide,9.9,20.4,0.0,13.4,12.5,SE,48.0,SE,SE,17.0,17.0,52.0,34.0,1028.0,1024.3,4.0,4.0,13.0,19.8,No,No
27/10/2009,Adelaide,11.9,26.3,0.0,5.0,12.7,ESE,43.0,ENE,W,7.0,13.0,37.0,29.0,1023.7,1021.3,4.0,4.0,19.9,25.7,No,No
28/10/2009,Adelaide,14.9,30.1,0.0,6.0,11.2,SE,46.0,WNW,WSW,9.0,13.0,44.0,31.0,1021.8,1017.9,4.0,4.0,21.2,29.4,No,No
29/10/2009,Adelaide,17.4,33.7,0.0,6.6,12.2,SE,37.0,N,NNW,13.0,13.0,38.0,27.0,1017.1,1014.2,4.0,4.0,27.2,33.0,No,No
30/10/2009,Adelaide,20.6,33.1,0.0,6.2,11.7,WNW,39.0,NE,WSW,9.0,11.0,36.0,33.0,1016.4,1015.8,4.0,4.0,27.3,31.1,No,No
31/10/2009,Adelaide,16.0,32.5,0.0,6.8,12.3,SW,31.0,SW,ENE,2.0,6.0,58.0,40.0,1018.1,1016.0,4.0,4.0,22.2,28.1,No,No
01/11/2009,Adelaide,16.7,34.9,0.0,4.6,11.7,ESE,54.0,SSW,ESE,6.0,9.0,59.0,15.0,1020.1,1017.1,4.0,4.0,22.9,34.2,No,No
02/11/2009,Adelaide,22.9,37.9,0.0,17.2,8.0,E,65.0,NNE,WSW,17.0,30.0,27.0,37.0,1013.7,1011.1,4.0,4.0,32.1,28.0,No,No
03/11/2009,Adelaide,13.0,20.0,0.6,8.2,8.9,W,50.0,WSW,SW,24.0,26.0,65.0,47.0,1019.4,1019.9,4.0,4.0,14.8,18.8,No,No
04/11/2009,Adelaide,13.3,19.3,0.0,5.2,6.7,W,39.0,SSW,W,9.0,20.0,56.0,48.0,1024.1,1023.4,4.0,4.0,14.7,18.0,No,No
05/11/2009,Adelaide,10.4,20.4,0.0,4.2,7.5,SE,31.0,SE,SSE,13.0,11.0,57.0,41.0,1025.9,1022.8,4.0,4.0,14.7,18.2,No,No
06/11/2009,Adelaide,11.9,28.2,0.0,4.6,12.5,SW,35.0,ENE,W,20.0,7.0,38.0,18.0,1022.6,1020.4,4.0,4.0,19.7,27.2,No,No
07/11/2009,Adelaide,18.6,34.4,0.0,4.6,12.7,ESE,37.0,NE,SW,15.0,15.0,17.0,8.0,1022.2,1020.3,4.0,4.0,27.1,32.3,No,No
08/11/2009,Adelaide,25.4,36.7,0.0,4.6,12.9,ESE,37.0,NE,ENE,15.0,13.0,23.0,12.0,1022.3,1019.6,4.0,4.0,29.7,36.6,No,No
09/11/2009,Adelaide,24.5,37.0,0.0,27.2,12.9,ESE,35.0,NNE,SSW,13.0,19.0,28.0,18.0,1020.4,1018.3,4.0,4.0,31.3,36.1,No,No
10/11/2009,Adelaide,22.9,38.9,0.0,10.8,12.5,SE,37.0,NE,SW,11.0,19.0,22.0,13.0,1018.5,1016.3,4.0,4.0,32.3,37.6,No,No
11/11/2009,Adelaide,23.7,39.2,0.0,11.8,13.0,WSW,31.0,NE,WSW,6.0,17.0,31.0,12.0,1019.8,1018.4,4.0,4.0,32.1,38.7,No,No
12/11/2009,Adelaide,24.5,39.2,0.0,11.4,12.3,SSE,35.0,S,WSW,6.0,17.0,38.0,12.0,1020.5,1018.2,4.0,4.0,30.4,38.5,No,No
13/11/2009,Adelaide,21.9,38.7,0.0,11.0,12.8,ESE,28.0,ESE,WSW,4.0,15.0,32.0,10.0,1018.1,1014.9,4.0,4.0,28.4,38.3,No,No
15/11/2009,Adelaide,20.9,39.4,0.0,4.6,11.2,SW,35.0,SW,SW,6.0,15.0,23.0,11.0,1011.0,1008.8,4.0,4.0,30.6,39.1,No,No
16/11/2009,Adelaide,22.8,31.9,0.0,28.8,11.3,SSW,31.0,NW,SSW,4.0,17.0,43.0,23.0,1009.9,1008.8,4.0,4.0,26.1,30.3,No,No
17/11/2009,Adelaide,15.5,29.0,0.0,8.4,11.6,NW,26.0,ESE,SW,9.0,15.0,53.0,35.0,1011.2,1007.7,4.0,4.0,20.1,27.2,No,No
18/11/2009,Adelaide,19.4,38.9,0.0,6.6,4.2,N,30.0,NE,WNW,11.0,9.0,26.0,14.0,1003.5,999.0,4.0,4.0,28.4,38.8,No,No
19/11/2009,Adelaide,17.6,43.0,0.0,5.4,11.5,WNW,61.0,NE,NNW,2.0,20.0,28.0,10.0,1006.1,1002.2,4.0,4.0,29.0,41.6,No,No
20/11/2009,Adelaide,21.8,28.9,0.0,11.8,1.2,N,46.0,SW,SW,9.0,9.0,58.0,40.0,1007.3,1006.7,4.0,4.0,24.7,28.8,No,Yes
